depot,fleet_size,mode,configuration,repetition,run_id,instance,model,workbook,workbook_sha256,instance_manifest_sha256,operationally_feasible,mode_aligned_economic_score,optimizer_latency_seconds_mean,optimizer_process_cpu_seconds_mean,solver_wall_seconds_mean,solver_wall_seconds_max,solver_model_variables_max,solver_model_constraints_max,solver_branch_and_bound_nodes_max,solver_iterations_max,solver_relative_gap_max,solver_names,solver_fallback_used,status,timesteps_completed,optimizer_calls,maximum_pricing_reruns,maximum_optimizer_attempts_per_trigger,agent_role_provenance,accepted_optimizer_calls,evaluator_accepted_optimizer_calls,forced_optimizer_selections,retained_better_candidate_selections,optimize_decisions,realized_pto_cost,realized_aggregator_revenue,baseline_aggregator_revenue_reference,baseline_revenue_retention_fraction,baseline_revenue_retention_floor,baseline_revenue_retention_shortfall,baseline_revenue_retention_compliant,revenue_neutrality_active,revenue_neutrality_floor,revenue_neutrality_shortfall,revenue_neutrality_compliant,realized_grid_net_cost,realized_buy_kwh,realized_sell_kwh,curtailed_energy_kwh,event_model_mismatch_timesteps,delay_parameter_absolute_error_minutes,return_delay_parameter_absolute_error_minutes,charger_power_absolute_error_kw,charger_availability_mismatch_count,minimum_observed_soc_fraction,terminal_minimum_soc_fraction,maximum_reserve_shortfall_kwh,reserve_violation_timesteps,llm_request_attempts,llm_successful_requests,llm_failed_attempts,llm_input_tokens,llm_cached_input_tokens,llm_cache_write_tokens,llm_uncached_input_tokens,llm_output_tokens,llm_reasoning_tokens,llm_total_tokens,llm_latency_seconds,llm_approximate_cost_usd,run_wall_seconds,run_process_cpu_seconds,run_average_cpu_cores,run_average_cpu_percent_total_capacity,run_logical_cpu_count,run_rss_start_mb,run_rss_end_mb,run_peak_rss_mb,run_peak_rss_delta_mb,run_memory_sampler_available,local_measurement_scope,provider_compute_scope
depot_a,8,selfish,rule_text_event_trigger,1,depot_a_8__selfish__rule_text_event_trigger__r001,depot_a_8,not_used,results\revision\scaling_v2\runs\depot_a_8\selfish\rule_text_event_trigger_rep_001.xlsx,9dbbf30a4cf42e4866b8da83fd1936af80264a2ffddd3299fd10cafe8ae0b6a8,376039df647e9285febd800b562f682ec11d38f23e06f7b19c42d2843a8d3b7e,True,28.7325158320542,3.216189,3.265625,0.165353,0.174868,5220.0,3454.0,,,0.018423796994,"[""gurobi""]",False,complete,48,2,0,1,"{""evaluator"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""pricing"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""trigger"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}}",2,1,1,0,2,138.8214489737056,28.7325158320542,,,,,,False,,,,110.0889331416515,1800.0,295.123799999998,4.876200000001944,8,0,0,0,24,0.2,0.207627397260274,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8.116522,8.1875,1.008745,6.304655,16,101.273,177.641,282.898,181.625,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API
depot_a,8,selfish,rule_text_event_trigger,2,depot_a_8__selfish__rule_text_event_trigger__r002,depot_a_8,not_used,results\revision\scaling_v2\runs\depot_a_8\selfish\rule_text_event_trigger_rep_002.xlsx,ecf9b75a2dfdfa339961aa690bc7292de6996d8100238cea7eba56683236ec78,376039df647e9285febd800b562f682ec11d38f23e06f7b19c42d2843a8d3b7e,True,28.7325158320542,3.255661,3.3203125,0.166678,0.176,5220.0,3454.0,,,0.018423796994,"[""gurobi""]",False,complete,48,2,0,1,"{""evaluator"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""pricing"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""trigger"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}}",2,1,1,0,2,138.8214489737056,28.7325158320542,,,,,,False,,,,110.0889331416515,1800.0,295.123799999998,4.876200000001944,8,0,0,0,24,0.2,0.207627397260274,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8.127519,8.203125,1.009303,6.308141,16,101.062,177.398,283.863,182.801,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API
depot_a,8,selfish,rule_text_event_trigger,3,depot_a_8__selfish__rule_text_event_trigger__r003,depot_a_8,not_used,results\revision\scaling_v2\runs\depot_a_8\selfish\rule_text_event_trigger_rep_003.xlsx,c12debec70cbf76c66adeb2522df2086ddb289723d89ad3737bacc33c9c4280e,376039df647e9285febd800b562f682ec11d38f23e06f7b19c42d2843a8d3b7e,True,28.7325158320542,3.2495205,3.2734375,0.1580595,0.167257,5220.0,3454.0,,,0.018423796994,"[""gurobi""]",False,complete,48,2,0,1,"{""evaluator"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""pricing"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""trigger"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}}",2,1,1,0,2,138.8214489737056,28.7325158320542,,,,,,False,,,,110.0889331416515,1800.0,295.123799999998,4.876200000001944,8,0,0,0,24,0.2,0.207627397260274,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8.133791,8.15625,1.002761,6.267258,16,101.301,175.336,284.152,182.852,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API
depot_a,8,altruistic,rule_text_event_trigger,1,depot_a_8__altruistic__rule_text_event_trigger__r001,depot_a_8,not_used,results\revision\scaling_v2\runs\depot_a_8\altruistic\rule_text_event_trigger_rep_001.xlsx,383b061c5e065bc151e0ca0bdd3c8821301c4c81e52122af13d39e31aeec84bd,376039df647e9285febd800b562f682ec11d38f23e06f7b19c42d2843a8d3b7e,True,-122.2409120957737,3.325069,3.375,0.1862349999999999,0.195244,5220.0,3454.0,,,0.01947333218,"[""gurobi""]",False,complete,48,2,0,1,"{""evaluator"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""pricing"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""trigger"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}}",2,1,1,0,2,122.2409120957737,12.15193135986428,18.4285133071845,0.5,9.21425665359225,0.0,True,True,9.21425665359225,0.0,True,110.0889807359094,1800.000559314476,295.1237999999971,4.876200000002896,8,0,0,0,24,0.2,0.2104791780821918,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8.349201,8.4375,1.010576,6.316098,16,101.5,175.48,256.363,154.863,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API
depot_a,8,altruistic,rule_text_event_trigger,2,depot_a_8__altruistic__rule_text_event_trigger__r002,depot_a_8,not_used,results\revision\scaling_v2\runs\depot_a_8\altruistic\rule_text_event_trigger_rep_002.xlsx,2143cfc9c6cbd4eeab8f4a8a7c78aebce5faf843451fa0932814028367624b21,376039df647e9285febd800b562f682ec11d38f23e06f7b19c42d2843a8d3b7e,True,-122.2409120957737,3.3511355,3.4296875,0.1846035,0.192754,5220.0,3454.0,,,0.01947333218,"[""gurobi""]",False,complete,48,2,0,1,"{""evaluator"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""pricing"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""trigger"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}}",2,1,1,0,2,122.2409120957737,12.15193135986428,18.4285133071845,0.5,9.21425665359225,0.0,True,True,9.21425665359225,0.0,True,110.0889807359094,1800.000559314476,295.1237999999971,4.876200000002896,8,0,0,0,24,0.2,0.2104791780821918,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8.330367,8.484375,1.018487,6.365547,16,101.719,178.152,284.883,183.164,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API
depot_a,8,altruistic,rule_text_event_trigger,3,depot_a_8__altruistic__rule_text_event_trigger__r003,depot_a_8,not_used,results\revision\scaling_v2\runs\depot_a_8\altruistic\rule_text_event_trigger_rep_003.xlsx,5f5fc60d525ad95761b83f906f96822057bb027bdb5ddc4e4001d39376e9b593,376039df647e9285febd800b562f682ec11d38f23e06f7b19c42d2843a8d3b7e,True,-122.2409120957737,3.2809485,3.421875,0.184597,0.195397,5220.0,3454.0,,,0.01947333218,"[""gurobi""]",False,complete,48,2,0,1,"{""evaluator"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""pricing"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""trigger"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}}",2,1,1,0,2,122.2409120957737,12.15193135986428,18.4285133071845,0.5,9.21425665359225,0.0,True,True,9.21425665359225,0.0,True,110.0889807359094,1800.000559314476,295.1237999999971,4.876200000002896,8,0,0,0,24,0.2,0.2104791780821918,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8.20159,8.484375,1.034479,6.465496,16,101.336,176.902,283.965,182.629,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API
depot_a,16,selfish,rule_text_event_trigger,1,depot_a_16__selfish__rule_text_event_trigger__r001,depot_a_16,not_used,results\revision\scaling_v2\runs\depot_a_16\selfish\rule_text_event_trigger_rep_001.xlsx,9dd6ab0deac636400f2fecf8cdd76b8559bfe46d45c8ec4ec7c68c06b431c942,de4fc2c3f83e17e54e3e78677a5739803616d60e2a0b6799d9968bd48f76184c,True,60.84132278127412,4.219009,5.4453125,0.9094385,1.00579,19620.0,11449.0,,,0.011201049255,"[""gurobi""]",False,complete,48,2,0,1,"{""evaluator"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""pricing"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""trigger"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}}",2,1,1,0,2,268.9610065032709,60.84132278127412,,,,,,False,,,,208.1196837219968,3600.0,690.2475999999814,9.75240000001864,8,0,0,0,24,0.2,0.2048408219178082,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.382314,12.75,1.22805,7.675312,16,101.594,203.629,312.344,210.75,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API
depot_a,16,selfish,rule_text_event_trigger,2,depot_a_16__selfish__rule_text_event_trigger__r002,depot_a_16,not_used,results\revision\scaling_v2\runs\depot_a_16\selfish\rule_text_event_trigger_rep_002.xlsx,cae1a7ee91f065f4c5af446a601c7a4b2f9198c6852e0f5205f6a82574057b46,de4fc2c3f83e17e54e3e78677a5739803616d60e2a0b6799d9968bd48f76184c,True,60.84132278127412,4.2330995,5.453125,0.919577,1.011769,19620.0,11449.0,,,0.011201049255,"[""gurobi""]",False,complete,48,2,0,1,"{""evaluator"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""pricing"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""trigger"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}}",2,1,1,0,2,268.9610065032709,60.84132278127412,,,,,,False,,,,208.1196837219968,3600.0,690.2475999999814,9.75240000001864,8,0,0,0,24,0.2,0.2048408219178082,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.312283,12.734375,1.234875,7.717966,16,101.281,203.082,314.258,212.977,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API
depot_a,16,selfish,rule_text_event_trigger,3,depot_a_16__selfish__rule_text_event_trigger__r003,depot_a_16,not_used,results\revision\scaling_v2\runs\depot_a_16\selfish\rule_text_event_trigger_rep_003.xlsx,9eb3ee5b6eda6c855da656e12e9a822a7fdcaddafae8c0c084744fe8eb7b3498,de4fc2c3f83e17e54e3e78677a5739803616d60e2a0b6799d9968bd48f76184c,True,60.84132278127412,4.196623499999999,5.3125,0.9051705,1.006833,19620.0,11449.0,,,0.011201049255,"[""gurobi""]",False,complete,48,2,0,1,"{""evaluator"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""pricing"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""trigger"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}}",2,1,1,0,2,268.9610065032709,60.84132278127412,,,,,,False,,,,208.1196837219968,3600.0,690.2475999999814,9.75240000001864,8,0,0,0,24,0.2,0.2048408219178082,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.257754,12.40625,1.209451,7.559069,16,101.551,204.898,312.02,210.469,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API
depot_a,16,altruistic,rule_text_event_trigger,1,depot_a_16__altruistic__rule_text_event_trigger__r001,depot_a_16,not_used,results\revision\scaling_v2\runs\depot_a_16\altruistic\rule_text_event_trigger_rep_001.xlsx,ac4024781cccaa48e4d500ffe5e3231e7f23ca65da5fe56c658b89e04c1df38a,de4fc2c3f83e17e54e3e78677a5739803616d60e2a0b6799d9968bd48f76184c,True,-232.9059689326934,4.3331685,6.625,1.0285835,1.216748,19620.0,11449.0,,,0.019972338753,"[""gurobi""]",False,complete,48,2,0,1,"{""evaluator"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""pricing"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}, ""trigger"": {""backend"": ""NoticeOnlyAgentBackend"", ""evidence_gate"": false}}",2,1,1,0,2,232.9059689326934,24.7861900221808,36.85702661436899,0.5,18.4285133071845,0.0,True,True,18.4285133071845,0.0,True,208.1197789105126,3600.001118628952,690.2475999999804,9.752400000019662,8,0,0,0,24,0.2,0.2048408219178082,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.533668,15.09375,1.432905,8.955659,16,101.375,203.109,316.93,215.555,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API
